name,type,set_name,set_code,set_rarity
Dragonmaid Tinkhec,Effect Monster,Mystic Fighters,MYFI-EN019,Super Rare (SR)
Dragonmaid Welcome,Spell Card,Mystic Fighters,MYFI-EN024,Secret Rare (ScR)
Dragonoid Generator,Spell Card,2018 Mega-Tin Mega Pack,MP18-EN137,Rare (R)
Dragonoid Generator,Spell Card,Circuit Break,CIBR-EN054,Rare (R)
Dragonoid Generator,Spell Card,Star Pack VRAINS,SP18-EN041,Common (C)
Dragonoid Generator,Spell Card,Star Pack VRAINS,SP18-EN041,Starfoil Rare (SFR)
Dragonoid Token,Token,,,
"Dragonox, the Empowered Warrior",Pendulum Effect Monster,2016 Mega-Tins,CT13-EN006,Super Rare (SR)
Dragonpit Magician,Pendulum Normal Monster,Master of Pendulum Structure Deck,SDMP-EN002,Common (C)
Dragonpit Magician,Pendulum Normal Monster,Pendulum Evolution,PEVO-EN014,Super Rare (SR)
Dragonpulse Magician,Pendulum Normal Monster,Master of Pendulum Structure Deck,SDMP-EN001,Common (C)
Dragonpulse Magician,Pendulum Normal Monster,Pendulum Evolution,PEVO-EN013,Super Rare (SR)
Dragoons of Draconia,Pendulum Normal Monster,Demo Deck 2016,DEM3-EN006,Common (C)
Dragoons of Draconia,Pendulum Normal Monster,Secrets of Eternity,SECE-EN000,Rare (R)
Dragoons of Draconia,Pendulum Normal Monster,Secrets of Eternity Sneak Peek Participation Card,SECE-ENSP1,Ultra Rare (UR)
Dragoroar,Spell Card,World Superstars,WSUP-EN038,Super Rare (SR)
Dragunity Aklys,Tuner Monster,Dragunity Legion Structure Deck,SDDL-EN003,Super Rare (SR)
Dragunity Aklys,Tuner Monster,OTS Tournament Pack 8 (POR),OP08-PT033,Common (C)
Dragunity Angusticlavii,Effect Monster,Duel Terminal 4,DT04-EN077,Duel Terminal Normal Parallel (DNPR)
Dragunity Angusticlavii,Effect Monster,Duel Terminal 4,DT04-EN077,Duel Terminal Normal Parallel Rare (DNPR)
Dragunity Angusticlavii,Effect Monster,Hidden Arsenal 4: Trishula's Triumph,HA04-EN047,Super Rare (SR)
Dragunity Arma Gram,Effect Monster,,,
Dragunity Arma Leyvaten,Effect Monster,Dragunity Legion Structure Deck,SDDL-EN001,Ultra Rare (UR)
Dragunity Arma Leyvaten,Effect Monster,OTS Tournament Pack 8 (POR),OP08-PT031,Common (C)
Dragunity Arma Mystletainn,Effect Monster,Dragunity Legion Structure Deck,SDDL-EN002,Super Rare (SR)
Dragunity Arma Mystletainn,Effect Monster,OTS Tournament Pack 8 (POR),OP08-PT032,Common (C)
Dragunity Brandistock,Tuner Monster,Dragunity Legion Structure Deck,SDDL-EN010,Common (C)
Dragunity Brandistock,Tuner Monster,Duel Terminal 4,DT04-EN023,Duel Terminal Normal Parallel (DNPR)
Dragunity Brandistock,Tuner Monster,Duel Terminal 4,DT04-EN023,Duel Terminal Normal Parallel Rare (DNPR)
Dragunity Brandistock,Tuner Monster,Hidden Arsenal 4: Trishula's Triumph,HA04-EN013,Super Rare (SR)
Dragunity Brandistock,Tuner Monster,OTS Tournament Pack 8 (POR),OP08-PT027,Common (C)
Dragunity Corsesca,Tuner Monster,Duel Terminal 4,DT04-EN074,Duel Terminal Normal Parallel (DNPR)
Dragunity Corsesca,Tuner Monster,Duel Terminal 4,DT04-EN074,Duel Terminal Normal Parallel Rare (DNPR)
Dragunity Corsesca,Tuner Monster,Hidden Arsenal 4: Trishula's Triumph,HA04-EN044,Super Rare (SR)
Dragunity Corsesca,Tuner Monster,OTS Tournament Pack 8 (POR),OP08-PT028,Common (C)
Dragunity Couse,Tuner Monster,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN088,Common (C)
Dragunity Couse,Tuner Monster,Cybernetic Horizon,CYHO-EN017,Common (C)
Dragunity Darkspear,Tuner Monster,Dragunity Legion Structure Deck,SDDL-EN007,Common (C)
Dragunity Darkspear,Tuner Monster,Duel Terminal 3,DT03-EN062,Duel Terminal Normal Parallel (DNPR)
Dragunity Darkspear,Tuner Monster,Duel Terminal 3,DT03-EN062,Duel Terminal Normal Parallel Rare (DNPR)
Dragunity Darkspear,Tuner Monster,Hidden Arsenal 3,HA03-EN034,Super Rare (SR)
Dragunity Divine Lance,Spell Card,Secrets of Eternity,SECE-EN062,Common (C)
Dragunity Draft,Spell Card,,,
Dragunity Dux,Effect Monster,Dragunity Legion Structure Deck,SDDL-EN004,Common (C)
Dragunity Dux,Effect Monster,Duel Terminal 3,DT03-EN059,Duel Terminal Super Parallel Rare (DSPR)
Dragunity Dux,Effect Monster,Hidden Arsenal 3,HA03-EN031,Secret Rare (ScR)
Dragunity Dux,Effect Monster,Legendary Collection Kaiba Mega Pack,LCKC-EN084,Ultra Rare (UR)
Dragunity Glow,Spell Card,,,
Dragunity Guisarme,Tuner Monster,,,
Dragunity Javelin,Tuner Monster,Dragunity Legion Structure Deck,SDDL-EN011,Common (C)
Dragunity Javelin,Tuner Monster,Duel Terminal 4,DT04-EN024,Duel Terminal Normal Parallel (DNPR)
Dragunity Javelin,Tuner Monster,Duel Terminal 4,DT04-EN024,Duel Terminal Normal Parallel Rare (DNPR)
Dragunity Javelin,Tuner Monster,Hidden Arsenal 4: Trishula's Triumph,HA04-EN014,Super Rare (SR)
Dragunity Knight - Areadbhair,Synchro Monster,,,
Dragunity Knight - Ascalon,Synchro Monster,Cybernetic Horizon,CYHO-EN033,Ultra Rare (UR)
Dragunity Knight - Barcha,Synchro Monster,Duel Terminal 4,DT04-EN091,Duel Terminal Super Parallel Rare (DSPR)
Dragunity Knight - Barcha,Synchro Monster,Hidden Arsenal 4: Trishula's Triumph,HA04-EN059,Secret Rare (ScR)
Dragunity Knight - Barcha,Synchro Monster,OTS Tournament Pack 8 (POR),OP08-PT036,Common (C)
Dragunity Knight - Gae Bulg,Synchro Monster,Duel Terminal 3,DT03-EN087,Duel Terminal Ultra Parallel Rare (DUPR)
Dragunity Knight - Gae Bulg,Synchro Monster,Hidden Arsenal 3,HA03-EN057,Secret Rare (ScR)
Dragunity Knight - Gae Bulg,Synchro Monster,OTS Tournament Pack 8 (POR),OP08-PT034,Common (C)
Dragunity Knight - Gae Dearg,Synchro Monster,Battles of Legend: Light's Revenge,BLLR-EN059,Ultra Rare (UR)
Dragunity Knight - Gae Dearg,Synchro Monster,Starstrike Blast,STBL-EN098,Secret Rare (ScR)
Dragunity Knight - Gormfabal,Synchro Monster,,,
Dragunity Knight - Luin,Synchro Tuner Monster,Cybernetic Horizon,CYHO-EN032,Rare (R)
Dragunity Knight - Romulus,Link Monster,2020 Tin of Lost Memories Mega Pack,MP20-EN145,Prismatic Secret Rare (PScR)
Dragunity Knight - Romulus,Link Monster,Rising Rampage,RIRA-EN098,Ultra Rare (UR)
Dragunity Knight - Trident,Synchro Monster,Duel Terminal 4,DT04-EN040,Duel Terminal Ultra Parallel Rare (DUPR)
Dragunity Knight - Trident,Synchro Monster,Hidden Arsenal 4: Trishula's Triumph,HA04-EN028,Secret Rare (ScR)
Dragunity Knight - Trident,Synchro Monster,OTS Tournament Pack 8 (POR),OP08-PT035,Common (C)
Dragunity Knight - Vajrayana,Synchro Monster,Shadows in Valhalla,SHVA-EN050,Secret Rare (ScR)
Dragunity Knight - Vajrayana,Synchro Monster,Starstrike Blast,STBL-EN097,Super Rare (SR)
Dragunity Knight - Vajrayana,Synchro Monster,War of the Giants Reinforcements,WGRT-EN101,Ultra Rare (UR)
Dragunity Knight - Vajrayana,Synchro Monster,War of the Giants: Round 2,BPW2-EN101,Ultra Rare (UR)
Dragunity Legatus,Effect Monster,,,
Dragunity Legion,Trap Card,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN130,Common (C)
Dragunity Legion,Trap Card,Cybernetic Horizon,CYHO-EN074,Common (C)
Dragunity Legionnaire,Effect Monster,Dragunity Legion Structure Deck,SDDL-EN005,Common (C)
Dragunity Legionnaire,Effect Monster,Duel Terminal 3,DT03-EN060,Duel Terminal Normal Parallel (DNPR)
Dragunity Legionnaire,Effect Monster,Duel Terminal 3,DT03-EN060,Duel Terminal Normal Parallel Rare (DNPR)
Dragunity Legionnaire,Effect Monster,Hidden Arsenal 3,HA03-EN032,Super Rare (SR)
Dragunity Legionnaire,Effect Monster,Legendary Collection Kaiba Mega Pack,LCKC-EN085,Ultra Rare (UR)
Dragunity Militum,Effect Monster,Dragunity Legion Structure Deck,SDDL-EN008,Common (C)
Dragunity Militum,Effect Monster,Duel Terminal 4,DT04-EN021,Duel Terminal Rare Parallel Rare (DRPR)
Dragunity Militum,Effect Monster,Hidden Arsenal 4: Trishula's Triumph,HA04-EN011,Super Rare (SR)
Dragunity of the Hurricane,Spell Card,,,
Dragunity Partisan,Tuner Monster,Duel Terminal 4,DT04-EN075,Duel Terminal Normal Parallel (DNPR)
Dragunity Partisan,Tuner Monster,Duel Terminal 4,DT04-EN075,Duel Terminal Normal Parallel Rare (DNPR)
Dragunity Partisan,Tuner Monster,Hidden Arsenal 4: Trishula's Triumph,HA04-EN045,Super Rare (SR)
Dragunity Partisan,Tuner Monster,OTS Tournament Pack 8 (POR),OP08-PT029,Common (C)
Dragunity Phalanx,Tuner Monster,Duel Terminal 3,DT03-EN063,Duel Terminal Rare Parallel Rare (DRPR)
Dragunity Phalanx,Tuner Monster,Hidden Arsenal 3,HA03-EN035,Secret Rare (ScR)
Dragunity Phalanx,Tuner Monster,Legendary Collection Kaiba Mega Pack,LCKC-EN086,Ultra Rare (UR)
Dragunity Pilum,Tuner Monster,Duel Terminal 4,DT04-EN076,Duel Terminal Rare Parallel Rare (DRPR)
Dragunity Pilum,Tuner Monster,Hidden Arsenal 4: Trishula's Triumph,HA04-EN046,Super Rare (SR)
Dragunity Pilum,Tuner Monster,OTS Tournament Pack 8 (POR),OP08-PT030,Common (C)
Dragunity Primus Pilus,Effect Monster,Dragunity Legion Structure Deck,SDDL-EN009,Common (C)
Dragunity Primus Pilus,Effect Monster,Duel Terminal 4,DT04-EN022,Duel Terminal Super Parallel Rare (DSPR)
Dragunity Primus Pilus,Effect Monster,Hidden Arsenal 4: Trishula's Triumph,HA04-EN012,Secret Rare (ScR)
Dragunity Purgatory,Trap Card,,,
Dragunity Remus,Tuner Monster,,,
Dragunity Senatus,Effect Monster,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN087,Common (C)
Dragunity Senatus,Effect Monster,Cybernetic Horizon,CYHO-EN016,Super Rare (SR)
Dragunity Tribus,Effect Monster,Dragunity Legion Structure Deck,SDDL-EN006,Common (C)
Dragunity Tribus,Effect Monster,Duel Terminal 3,DT03-EN061,Duel Terminal Rare Parallel Rare (DRPR)
Dragunity Tribus,Effect Monster,Hidden Arsenal 3,HA03-EN033,Super Rare (SR)
Draining Shield,Trap Card,Ancient Sanctuary,AST-054,Rare (R)
Draining Shield,Trap Card,Battle Pack 2: War of the Giants,BP02-EN181,Common (C)
Draining Shield,Trap Card,Battle Pack 2: War of the Giants,BP02-EN181,Mosaic Rare (MSR)
Draining Shield,Trap Card,Dark Revelation Volume 2,DR2-EN166,Rare (R)
Draining Shield,Trap Card,Duelist Pack: Jaden Yuki,DP1-EN026,Common (C)
Draining Shield,Trap Card,Legendary Collection 3: Yugi's World Mega Pack,LCYW-EN294,Common (C)
Draining Shield,Trap Card,Rise of the Dragon Lords Structure Deck,SDRL-EN037,Common (C)
Draining Shield,Trap Card,Starter Deck: Jaden Yuki,YSDJ-EN038,Common (C)
Draining Shield,Trap Card,Starter Deck: Xyz Symphony,YS12-EN035,Common (C)
Draining Shield,Trap Card,Starter Deck: Yuya,YS16-EN036,Common (C)
Draitron Al-Zeta,Effect Monster,,,
Draitron Asterism,Spell Card,,,
Draitron Ban-Alpha,Effect Monster,,,
Draitron Eclipse,Spell Card,,,
Draitron El-Gamma,Effect Monster,,,
Draitron Fafnir,Spell Card,,,
Draitron Lta-Delta,Effect Monster,,,
Draitron Meteor Shower,Trap Card,,,
Draitron Meteornis=DRA,Ritual Effect Monster,,,
Draitron Meteornis=QUA,Ritual Effect Monster,,,
Draitron Nova,Spell Card,,,
Draitron Ras-Beta,Effect Monster,,,
Dramatic Rescue,Trap Card,Dark Revelation Volume 1,DR1-EN152,Rare (R)
Dramatic Rescue,Trap Card,Gold Series 3,GLD3-EN047,Common (C)
Dramatic Rescue,Trap Card,Magician's Force,MFC-097,Rare (R)
Drastic Drop Off,Trap Card,Duel Terminal 6a,DT06-EN047,Duel Terminal Normal Parallel (DNPR)
Drastic Drop Off,Trap Card,Duel Terminal 6a,DT06-EN047,Duel Terminal Normal Parallel Rare (DNPR)
Drastic Drop Off,Trap Card,Phantom Darkness,PTDN-EN074,Ultimate Rare (UtR)
Drastic Drop Off,Trap Card,Phantom Darkness,PTDN-EN074,Ultra Rare (UR)
Drastic Drop Off,Trap Card,Structure Deck: Wave of Light,SR05-EN039,Common (C)
Draw Discharge,Trap Card,2020 Tin of Lost Memories Mega Pack,MP20-EN132,Common (C)
Draw Discharge,Trap Card,Rising Rampage,RIRA-EN067,Common (C)
Draw Muscle,Spell Card,2015 Mega-Tin Mega Pack,MP15-EN168,Rare (R)
Draw Muscle,Spell Card,Starter Deck: Yuya,YS16-EN024,Common (C)
Draw Muscle,Spell Card,The New Challengers,NECH-EN057,Rare (R)
Draw of Fate,Spell Card,Duel Power,DUPO-EN003,Ultra Rare (UR)
Dread Dragon,Tuner Monster,The Shining Darkness,TSHD-EN008,Rare (R)
Dreadscythe Harvester,Effect Monster,Collectible Tins 2010 Wave 2,CT07-EN019,Super Rare (SR)
Dreadscythe Harvester,Effect Monster,Retro Pack 2,RP02-EN100,Secret Rare (ScR)
Dreadscythe Harvester,Effect Monster,Shonen Jump 2007 subscription bonus,JUMP-EN015,Ultra Rare (UR)
Dream Clown,Effect Monster,Dark Beginning 2,DB2-EN051,Common (C)
Dream Clown,Effect Monster,Metal Raiders,MRD-080,Short Print (SP)
Dream Clown,Effect Monster,Metal Raiders,MRD-E080,Short Print (SP)
Dream Clown,Effect Monster,Metal Raiders,MRD-EN080,Short Print (SP)
Dream Clown,Effect Monster,Starter Deck: Pegasus,SDP-017,Common (C)
Dream Mirror Dreamtelling,Trap Card,,,
Dream Mirror Fantasy,Trap Card,Rising Rampage,RIRA-EN091,Common (C)
Dream Mirror Hypnagogia,Trap Card,Chaos Impact,CHIM-EN090,Super Rare (SR)
Dream Mirror Hypnagogia,Trap Card,Chaos Impact,CHIM-EN090,Unknown Rarity 
Dream Mirror of Chaos,Spell Card,Chaos Impact,CHIM-EN089,Common (C)
Dream Mirror of Chaos,Spell Card,Chaos Impact,CHIM-EN089,Unknown Rarity 
Dream Mirror of Joy,Spell Card,Rising Rampage,RIRA-EN089,Super Rare (SR)
Dream Mirror of Terror,Spell Card,Rising Rampage,RIRA-EN090,Super Rare (SR)
Dream Mirror Oneiromancy,Trap Card,Chaos Impact,CHIM-EN091,Rare (R)
Dream Mirror Oneiromancy,Trap Card,Chaos Impact,CHIM-EN091,Unknown Rarity 
Dream Mirror Phantasms,Spell Card,Chaos Impact,CHIM-EN088,Super Rare (SR)
Dream Mirror Phantasms,Spell Card,Chaos Impact,CHIM-EN088,Unknown Rarity 
Dreamland,Spell Card,2017 Mega-Tins,CT14-EN006,Super Rare (SR)
Dreamsprite,Effect Monster,Labyrinth of Nightmare,LON-073,Common (C)
Dreamsprite,Effect Monster,Labyrinth of Nightmare,LON-E073,Common (C)
Dreamsprite,Effect Monster,Labyrinth of Nightmare,LON-EN073,Common (C)
"Dreiath III, the True Dracocavalry General",Effect Monster,Maximum Crisis,MACR-EN023,Ultra Rare (UR)
Dribrave,Effect Monster,,,
Dried Winds,Trap Card,Clash of Rebellions,CORE-EN075,Super Rare (SR)
Drill Barnacle,Effect Monster,Generation Force,GENF-EN007,Common (C)
Drill Bug,Effect Monster,Dark Beginning 1,DB1-EN192,Common (C)
Drill Bug,Effect Monster,Pharaoh's Servant,PSV-078,Common (C)
Drill Bug,Effect Monster,Pharaoh's Servant,PSV-E078,Common (C)
Drill Bug,Effect Monster,Pharaoh's Servant,PSV-EN078,Common (C)
Drill Driver Vespenato,XYZ Monster,Rise of the Duelist,ROTD-EN047,Common (C)
Drill Synchron,Tuner Monster,Absolute Powerforce,ABPF-EN004,Rare (R)
Drill Synchron,Tuner Monster,Duelist Pack Collection Tin 2010,DPCT-ENY04,Ultra Rare (UR)
Drill Synchron,Tuner Monster,Duelist Pack: Yusei 3,DP10-EN004,Common (C)
Drill Synchron,Tuner Monster,Legendary Collection 5D's Mega Pack,LC5D-EN015,Super Rare (SR)
Drill Synchron,Tuner Monster,Synchron Extreme Structure Deck,SDSE-EN006,Common (C)
Drill Warrior,Synchro Monster,Absolute Powerforce,ABPF-EN041,Ultimate Rare (UtR)
Drill Warrior,Synchro Monster,Absolute Powerforce,ABPF-EN041,Ultra Rare (UR)
Drill Warrior,Synchro Monster,Duelist Pack: Yusei 3,DP10-EN018,Rare (R)
Drill Warrior,Synchro Monster,Duelist Revolution: Special Edition,DREV-ENSE1,Super Rare (SR)
Drill Warrior,Synchro Monster,Legendary Collection 5D's Mega Pack,LC5D-EN038,Secret Rare (ScR)
Drillago,Effect Monster,Dark Revelation Volume 2,DR2-EN026,Rare (R)
Drillago,Effect Monster,Invasion of Chaos,IOC-026,Rare (R)
Drillago,Effect Monster,Invasion of Chaos,IOC-EN026,Rare (R)
Drillago,Effect Monster,Legendary Collection 4: Joey's World Mega Pack,LCJW-EN118,Common (C)
Drillago,Effect Monster,Speed Duel Starter Decks: Twisted Nightmares,SS05-ENB19,Common (C)
Drillago,Effect Monster,Structure Deck: Marik (TCG),SDMA-EN015,Common (C)
Drillroid,Effect Monster,Battle Pack 2: War of the Giants,BP02-EN038,Common (C)
Drillroid,Effect Monster,Battle Pack 2: War of the Giants,BP02-EN038,Mosaic Rare (MSR)
Drillroid,Effect Monster,Battle Pack: Epic Dawn,BP01-EN191,Common (C)
Drillroid,Effect Monster,Battle Pack: Epic Dawn,BP01-EN191,Starfoil Rare (SFR)
Drillroid,Effect Monster,Cybernetic Revolution,CRV-EN009,Common (C)
Drillroid,Effect Monster,Dark Revelation Volume 4,DR04-EN009,Super Rare (SR)
Drillroid,Effect Monster,Duel Terminal 2,DT02-EN006,Duel Terminal Rare Parallel Rare (DRPR)
Drillroid,Effect Monster,Starter Deck: Syrus Truesdale,YSDS-EN016,Super Rare (SR)
Driven Daredevil,Synchro Monster,Legendary Collection 5D's Mega Pack,LC5D-EN248,Rare (R)
Driven Daredevil,Synchro Monster,Order of Chaos,ORCS-EN097,Secret Rare (ScR)
Driving Snow,Trap Card,Pharaoh's Servant,PSV-018,Common (C)
Driving Snow,Trap Card,Pharaoh's Servant,PSV-E018,Common (C)
Driving Snow,Trap Card,Pharaoh's Servant,PSV-EN018,Common (C)
Droll & Lock Bird,Effect Monster,Legendary Collection Kaiba Mega Pack,LCKC-EN077,Ultra Rare (UR)
Droll & Lock Bird,Effect Monster,Maximum Gold,????-EN???,Premium Gold Rare 
Droll & Lock Bird,Effect Monster,Maximum Gold,MAGO-EN006,Premium Gold Rare 
Droll & Lock Bird,Effect Monster,OTS Tournament Pack 1,OP01-EN004,Super Rare (SR)
Droll & Lock Bird,Effect Monster,OTS Tournament Pack 8,OP08-EN001,Ultimate Rare (UtR)
Droll & Lock Bird,Effect Monster,OTS Tournament Pack 8 (POR),OP08-PT001,Ultimate Rare (UtR)
Droll & Lock Bird,Effect Monster,Starstrike Blast,STBL-EN082,Rare (R)
Droll & Lock Bird,Effect Monster,Structure Deck: Order of the Spellcasters,SR08-EN021,Common (C)
Droll Bird,Normal Monster,World Championship 2010 Card Pack,WCPP-EN001,Rare (R)
Droll Bird,Normal Monster,World Championship 2011 Card Pack,WP11-EN001,Super Rare (SR)
Drooling Lizard,Normal Monster,Legend of Blue Eyes White Dragon,LOB-115,Common (C)
Drooling Lizard,Normal Monster,Legend of Blue Eyes White Dragon,LOB-E093,Common (C)
Drooling Lizard,Normal Monster,Legend of Blue Eyes White Dragon,LOB-EN115,Common (C)
Drop Off,Trap Card,Dark Beginning 2,DB2-EN205,Common (C)
Drop Off,Trap Card,Legacy of Darkness,LOD-097,Super Rare (SR)
Drop Off,Trap Card,Legacy of Darkness,LOD-EN097,Super Rare (SR)
Drop Off,Trap Card,Legendary Collection 4: Joey's World Mega Pack,LCJW-EN079,Common (C)
Drowning Mirror Force,Trap Card,2017 Mega-Tin Mega Pack,MP17-EN041,Secret Rare (ScR)
Drowning Mirror Force,Trap Card,Dark Saviors,DASA-EN045,Super Rare (SR)
Drowning Mirror Force,Trap Card,Legendary Dragon Decks,LEDD-ENB24,Common (C)
Drowning Mirror Force,Trap Card,Maximum Gold,MAGO-EN097,Rare (R)
Drowning Mirror Force,Trap Card,Shining Victories,SHVI-EN075,Secret Rare (ScR)
Dual Assembwurm,Effect Monster,Star Pack VRAINS,SP18-EN012,Common (C)
Dual Assembwurm,Effect Monster,Star Pack VRAINS,SP18-EN012,Starfoil Rare (SFR)
Dual Assembwurm,Effect Monster,Structure Deck: Cyberse Link,SDCL-EN008,Super Rare (SR)
Dual Avatar - Empowered Kon-Gyo,Fusion Monster,Phantom Rage,PHRA-EN034,Ultra Rare (UR)
Dual Avatar - Empowered Mi-Gyo,Fusion Monster,,,
Dual Avatar Compact,Trap Card,Phantom Rage,PHRA-EN074,Common (C)
Dual Avatar Defeating Evil,Spell Card,Phantom Rage,PHRA-EN059,Common (C)
Dual Avatar Feet - Armored Un-Gyo,Fusion Monster,Phantom Rage,PHRA-EN033,Super Rare (SR)
Dual Avatar Feet - Kokoku,Effect Monster,Phantom Rage,PHRA-EN015,Super Rare (SR)
Dual Avatar Fists - Armored Ah-Gyo,Fusion Monster,Phantom Rage,PHRA-EN032,Super Rare (SR)
Dual Avatar Fists - Yuhi,Effect Monster,Phantom Rage,PHRA-EN014,Super Rare (SR)
Dual Avatar Invitation,Spell Card,Phantom Rage,PHRA-EN057,Secret Rare (ScR)
Dual Avatar Return,Trap Card,Phantom Rage,PHRA-EN073,Common (C)
Dual Avatar Turning,Trap Card,,,
Duck Dummy,Gemini Monster,2018 Mega-Tin Mega Pack,MP18-EN122,Common (C)
Duck Dummy,Gemini Monster,Circuit Break,CIBR-EN033,Common (C)
Duck Fighter,Effect Monster,Lord of the Tachyon Galaxy,LTGY-EN099,Super Rare (SR)
DUCKER Mobile Cannon,Flip Effect Monster,2-Player Starter Deck: Yuya & Declan,YS15-ENY09,Common (C)
DUCKER Mobile Cannon,Flip Effect Monster,Battle Pack: Epic Dawn,BP01-EN200,Common (C)
DUCKER Mobile Cannon,Flip Effect Monster,Battle Pack: Epic Dawn,BP01-EN200,Starfoil Rare (SFR)
DUCKER Mobile Cannon,Flip Effect Monster,Light of Destruction,LODT-EN037,Super Rare (SR)
DUCKER Mobile Cannon,Flip Effect Monster,Saber Force Starter Deck,YS15-ENF10,Common (C)
"Duel Link Dragon, the Duel Dragon",Link Monster,Yu-Gi-Oh! Championship Series 2019 prize card,YCSW-EN012,Super Rare (SR)
"Duel Link Dragon, the Duel Dragon",Link Monster,Yu-Gi-Oh! Championship Series 2019 prize card,YCSW-EN012,Ultra Rare (UR)
Duelist Alliance,Spell Card,Battles of Legend: Relentless Revenge,BLRR-EN097,Ultra Rare (UR)
Duelist Alliance,Spell Card,Legendary Dragon Decks,LEDD-ENC17,Common (C)
Duelist Alliance,Spell Card,Maximum Crisis,MACR-EN063,Secret Rare (ScR)
Duelittle Chimera,Link Monster,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN270,Super Rare (SR)
Duelittle Chimera,Link Monster,Extreme Force,EXFO-EN050,Rare (R)
Duelittle Chimera,Link Monster,Structure Deck: Soulburner,SDSB-EN045,Common (C)
Dueltaining,Spell Card,Duelist Saga,DUSA-EN042,Ultra Rare (UR)
"Duke Shade, the Sinister Shadow Lord",Effect Monster,Structure Deck: Lair of Darkness,SR06-EN003,Common (C)
Dummy Golem,Flip Effect Monster,Dark Revelation Volume 3,DR3-EN196,Common (C)
Dummy Golem,Flip Effect Monster,The Lost Millennium,TLM-EN016,Common (C)
Dunames Dark Witch,Normal Monster,Legendary Collection 4: Joey's World Mega Pack,LCJW-EN084,Ultra Rare (UR)
Dunames Dark Witch,Normal Monster,Tournament Pack 8,TP8-EN004,Super Rare (SR)
Dunames Dark Witch,Normal Monster,Turbo Pack: Booster Four,TU04-EN006,Rare (R)
Dungeon Worm,Normal Monster,Legendary Collection 4: Joey's World Mega Pack,LCJW-EN221,Common (C)
Dungeon Worm,Normal Monster,McDonald's Promotional Cards 2,MDP2-EN018,Common (C)
Duoterion,Effect Monster,Legendary Duelists,LEDU-EN037,Super Rare (SR)
Dupe Frog,Effect Monster,Crimson Crisis,CRMS-EN028,Common (C)
Dupe Frog,Effect Monster,OTS Tournament Pack 3,OP03-EN005,Super Rare (SR)
Dust Barrier,Spell Card,Ancient Sanctuary,AST-087,Common (C)
